Lintang (deg), Bujur (deg), Tanggal (dd/mm/yyy), Waktu Akuisisi (UTC), Tingkat Kepercayaan (%), Satelit, Kecamatan, Kabupaten, Provinsi
-5.475857,119.488792,2016-08-01,02:23:00,73,terra,Polombangkeng Selatan , Takalar , Sulawesi Selatan 
-9.806209,123.782135,2016-08-01,02:23:00,63,terra,Fatuleu Barat , Kupang , Nusa Tenggara Timur 
5.197698,96.702469,2016-08-01,04:01:00,40,terra,Kota Juang , Bireuen , Nanggroe Aceh Darussalam 
4.391953,95.913658,2016-08-01,04:01:00,31,terra,Arongan Lambalek , Aceh Barat , Nanggroe Aceh Darussalam 
4.022075,98.286873,2016-08-01,04:01:00,64,terra,Babalan , Langkat , Sumatera Utara 
3.788204,96.574844,2016-08-01,04:01:00,48,terra,Darul Makmur , Nagan Raya , Nanggroe Aceh Darussalam 
3.766334,96.59906,2016-08-01,04:01:00,54,terra,Darul Makmur , Nagan Raya , Nanggroe Aceh Darussalam 
2.588981,97.831528,2016-08-01,04:01:00,79,terra,Longkib , Subulussalam , Nanggroe Aceh Darussalam 
2.587613,97.840782,2016-08-01,04:01:00,81,terra,Longkib , Subulussalam , Nanggroe Aceh Darussalam 
-4.682968,105.412064,2016-08-01,04:01:00,54,terra,Bandar Mataram , Lampung Tengah , Lampung 
-9.521784,124.971992,2016-08-01,05:17:00,65,aqua,Kobalima , Belu , Nusa Tenggara Timur 
-9.732577,120.494331,2016-08-01,05:17:00,71,aqua,Kahaungu Eti , Sumba Timur , Nusa Tenggara Timur 
-9.0065,125.163635,2016-08-01,05:17:00,79,aqua,Kahaungu Eti , Sumba Timur , Nusa Tenggara Timur 
-8.707738,120.817116,2016-08-01,05:17:00,78,aqua,Kotakomba , Manggarai Timur , Nusa Tenggara Timur 
-8.703088,120.823181,2016-08-01,05:17:00,65,aqua,Kotakomba , Manggarai Timur , Nusa Tenggara Timur 
-8.18824,118.132881,2016-08-01,05:17:00,43,aqua,Tambora , Bima , Nusa Tenggara Barat 
-8.703088,120.823174,2016-08-01,05:15:00,64,aqua,Kotakomba , Manggarai Timur , Nusa Tenggara Timur 
-2,107,2016-08-01,06:56:00,35,aqua,Kotakomba , Manggarai Timur , Nusa Tenggara Timur 
-3.048238,103.809601,2016-08-01,06:56:00,61,aqua,Sungai Keruh , Musi Banyuasin , Sumatera Selatan 
-2.099069,104.244102,2016-08-01,06:56:00,63,aqua,Bayung Lencir , Musi Banyuasin , Sumatera Selatan 
-2.104221,104.238029,2016-08-01,06:56:00,80,aqua,Bayung Lencir , Musi Banyuasin , Sumatera Selatan 
-1.978149,104.314568,2016-08-01,06:56:00,49,aqua,Banyuasin Ii , Banyu Asin , Sumatera Selatan 
-1.978149,104.314568,2016-08-01,06:55:00,48,aqua,Banyuasin Ii , Banyu Asin , Sumatera Selatan 
2.57127,97.975273,2016-08-01,06:55:00,71,aqua,Singkohor , Aceh Singkil , Nanggroe Aceh Darussalam 
2.830073,97.66597,2016-08-01,06:55:00,72,aqua,Trumon , Aceh Selatan , Nanggroe Aceh Darussalam 
2.921857,97.531334,2016-08-01,06:55:00,56,aqua,Bakongan , Aceh Selatan , Nanggroe Aceh Darussalam 
4.014461,98.287949,2016-08-01,06:55:00,34,aqua,Babalan , Langkat , Sumatera Utara 
3.787424,96.570679,2016-08-01,06:55:00,18,aqua,Darul Makmur , Nagan Raya , Nanggroe Aceh Darussalam 
4.078806,96.55098,2016-08-01,06:55:00,70,aqua,Darul Makmur , Nagan Raya , Nanggroe Aceh Darussalam 
4.089194,96.237396,2016-08-01,06:55:00,74,aqua,Kuala Pesisir , Nagan Raya , Nanggroe Aceh Darussalam 
